Circulation_Equipment,ComputerCluster_Equipment,Kitchen_Equipment,Lavatory_Equipment,LectureTheatre_Equipment,Library_Equipment,Meeting_Equipment,Office_Equipment,Plant_Equipment,PrintRoom_Equipment,Reception_Equipment,Server_Equipment,Shower_Equipment,Storage_Equipment,ExhaustFans,Fixture_Cleaners,Fixture_MaleToilets,Fixture_DisabledToilets,Fixture_FemaleToilets,Fixture_Kitchenettes,Fixture_Showers,VRVBasementccop,VRVBasementhcop,VRVFifthFrontccop,VRVFifthFronthcop,VRVFifthMiddleccop,VRVFifthMiddlehcop,VRVFifthRearccop,VRVFifthRearhcop,VRVFirstccop,VRVFirsthcop,VRVFourthccop,VRVFourthhcop,VRVGroundccop,VRVGroundhcop,VRVSecondccop,VRVSecondhcop,VRVSixthccop,VRVSixthhcop,VRVThirdFrontAndMiddleccop,VRVThirdFrontAndMiddlehcop,VRVThirdRearccop,VRVThirdRearhcop,Circulation_Lighting,ComputerCluster_Lighting,Kitchen_Lighting,Lavatory_Lighting,LectureTheatre_Lighting,Library_Lighting,Lift_Lighting,Meeting_Lighting,Office_Lighting,Plant_Lighting,PrintRoom_Lighting,Reception_Lighting,Server_Lighting,Shower_Lighting,Storage_Lighting,Boiler1,Boiler2,Circulation_Infiltration,ComputerCluster_Infiltration,Kitchen_Infiltration,Lavatory_Infiltration,LectureTheatre_Infiltration,Library_Infiltration,Meeting_Infiltration,Office_Infiltration,Plant_Infiltration,PrintRoom_Infiltration,Reception_Infiltration,Server_Infiltration,Shower_Infiltration,Storage_Infiltration,Circulation_People,ComputerCluster_People,Kitchen_People,Lavatory_People,LectureTheatre_People,Library_People,Lift_People,Meeting_People,Office_People,Plant_People,PrintRoom_People,Reception_People,Server_People,Shower_People,Storage_People,ZoneVentilation,SolsticeVenetianBlind,Carpet,Shading Control,Air cavity 10 wall,Air cavity 130 floor,Air cavity 350 ceiling,Air cavity 50 wall,Asphalt,Brick (100mm),Brick (200mm),CastConcrete 300mm,ConcreteDeck 50mm,InsulationCelotex,InsulationPartition,MDF board,Plywood 40mm,SingleAndSecondaryGlazing,OfficeHeatingSetPoint,OfficeHeatingDeadBand,ActivityLevel_Value,DeltaTemp_Sched_Value,MinIndoorTemp_Sched_Value,MaxOutdoorTemp_Sched_Value,MinOutdoorTemp_Sched_Value,HWSchedule_Cleaner_Offset,HWSchedule_Cleaner_WeekProfile_TotalHours,HWSchedule_Cleaner_WeekendProfile_TotalHours,HWSchedule_Cleaner_WeekProfile_OH,HWSchedule_Cleaner_WeekendProfile_OH,HWSchedule_Kitchenettes_Offset,HWSchedule_Kitchenettes_WeekProfile_TotalHours,HWSchedule_Kitchenettes_WeekendProfile_TotalHours,HWSchedule_Kitchenettes_WeekProfile_OH,HWSchedule_Kitchenettes_WeekendProfile_OH,HWSchedule_Showers_Offset,HWSchedule_Showers_WeekProfile_TotalHours,HWSchedule_Showers_WeekendProfile_TotalHours,HWSchedule_Showers_WeekProfile_OH,HWSchedule_Showers_WeekendProfile_OH,HWSchedule_Toilets_Offset,HWSchedule_Toilets_WeekProfile_TotalHours,HWSchedule_Toilets_WeekendProfile_TotalHours,HWSchedule_Toilets_WeekProfile_OH,HWSchedule_Toilets_WeekendProfile_OH,Office_OccSched_WeekProfile_TotalHours,Office_OccSched_WeekendProfile_TotalHours,Office_OccSched_WeekProfile_OH,Office_OccSched_WeekendProfile_OH,Office_EquipSched_WeekProfile_TotalHours,Office_EquipSched_WeekendProfile_TotalHours,Office_EquipSched_WeekProfile_OH,Office_EquipSched_WeekendProfile_OH,Office_LightSched_WeekProfile_TotalHours,Office_LightSched_WeekendProfile_TotalHours,Office_LightSched_WeekProfile_OH,Office_LightSched_WeekendProfile_OH
1.62294898351,19.3801952822,38.0886349171,1.95495503787,7.11184546039,9.63858094724,10.5108815466,17.1243245232,24.0550747413,23.2615557555,4.08410858441,51.2327976313,2.07984677299,0,0.604720009569,1.47203856855e-05,2.78503669547e-05,6.57230945594e-06,2.12845120467e-05,2.75794445385e-05,0.000270965244571,3.26299717574,4.17290495608,2.97391202699,4.1328751936,3.60808583475,3.82497358113,2.82167278652,3.98456488598,3.58769330859,4.10575189944,3.31270928278,3.26429608957,3.14714856126,3.29383361976,3.20497752964,3.5155248748,3.42224935401,4.74546991104,3.16855180128,3.4992384634,3.2937402342,3.71025728255,5.91689816436,16.4157333741,11.6073759939,13.15035364,11.5638686247,7.95802279913,5.79707380121,18.1056593562,10.1831026472,13.5138215116,14.7628877571,11.2082416309,16.5812375887,10.8287935033,20.4585787556,0.867221010171,0.954622810479,0.000700218277837,0.000853693102765,0.000713958927964,0.000763288303344,0.000720896383341,0.000850664701026,0.000707105401479,0.00070067943581,0.000822284898661,0.000796064714962,0.000663358836203,0.000922820403464,0.000823992046772,0.000675852999656,8.50164448449,9.60412304797,3.02626406564,9.05432277428,8.49465015638,9.5033625314,9.26613241137,8.89002534702,8.36422314167,41.8770324461,9.50838537422,8.4703753894,9.54053357325,9.8548743275,7.76928500281,0.00810445659799,285.526197452,0.0911655923101,149.007974186,0.139319413113,0.188087316827,0.184189494309,0.14055264502,0.15629840304,0.928891398283,0.934470321727,0.243531044077,0.204910687179,0.0223401735831,0.0338816054235,0.315546535946,0.175058797066,2.82317197997,21,3,138.011773868,2.0847653537,23.0465196917,30.5522225849,19.4094796009,2,3.02156197834,1.04829701289,0.554980771532,0.184993590511,2,16.281796933,1.21164007539,1.21164007528,0.0,1,3.48063524728,3.38395093485,0.0,0.193368624849,3,18.2479047305,4.41654256415,1.84878525923,0.462196314853,3.24154783966,2.82028995751,0.877219394554,0.779775497382,3.3630930614,0,1.18327670147,0,3.76555591154,0,1.10678480258,0
1.87872766156,17.9703143662,44.7146559786,2.24955750114,7.46751171495,7.83681994919,8.8552880534,14.2093312695,23.4708137938,20.813441148,4.10059519706,47.9802229217,2.12250425159,0,0.650847213114,2.03277057202e-05,2.52917894613e-05,4.25944458582e-06,3.26333714857e-05,4.45034156972e-05,0.00025593037631,3.80355003577,4.64348253274,3.25419382954,3.88166263475,3.38169982497,3.58212510202,3.76534067993,4.21062244232,4.03727778321,2.85778250579,3.20192764603,4.38535683246,2.99303931397,3.91346711079,3.49828504132,3.28062834077,4.27831980708,3.38963994623,4.07142141863,4.12593111234,3.39944419464,4.00250482534,8.07886115577,16.6659364676,13.3903444544,13.4771464299,10.7515108631,8.36946852092,6.86977828178,20.4605380836,9.98542547534,14.6262703148,14.3922181998,9.21423101991,15.5748168683,16.5524731023,16.1406371853,0.949852763023,0.913215641084,0.000822303295893,0.000659189367135,0.000775509200779,0.000729136315048,0.000687751801569,0.000862343051785,0.000833573054891,0.000727291580187,0.000849304032102,0.000766550229751,0.000837358779036,0.000644303461401,0.000748017301757,0.000832911783684,8.65956611496,9.90627263274,3.48965758453,9.23861096778,9.49738480035,9.63927793038,7.67020368279,9.11352179704,8.90287469724,36.2110966447,9.07420369227,9.83102255815,6.88675300317,8.94105000663,8.15449118974,0.00872021056084,240.552264642,0.105910053592,184.757998152,0.14597004133,0.14616314507,0.211500719915,0.141441568883,0.1596461884,0.777571490301,0.785869207863,0.217800732173,0.210168841443,0.0223729273106,0.0354999122556,0.308562259493,0.128781341311,3.31230922006,22,3,140.339672126,2.37552992376,22.4884808815,31.172160588,18.4005175637,2,2.18533436411,0.758177228365,0.401387944429,0.133795981476,2,12.3778923911,0.884766209914,0.884766209875,0.0,2,4.95732560499,4.39399314988,0.0,0.337999473067,3,13.3348496795,3.07151517129,1.28575053677,0.321437634205,3.21867705318,7.16636970617,0.871849647826,1.89789881846,8.90545410635,0,2.82107077194,0,3.32367705318,0,0.955849647826,0
2.02692494178,18.3123846172,42.8262268999,1.94576834626,9.59226547247,7.92784810183,12.6109064129,13.5395909898,21.9572202335,17.3213843661,4.43071219121,54.19959978,1.73021066837,0,0.584621517265,1.56310868805e-05,3.05055114278e-05,5.23559074225e-06,2.72956013082e-05,3.13120609098e-05,0.000242230550699,3.57898941169,4.2115868015,3.15853555199,4.3427100488,3.28686325952,4.34971949079,2.83130882061,3.38885922142,3.7204751683,4.34111041569,3.16625722285,3.68740381206,2.56838258053,4.08516745757,3.37662744573,3.41313192013,4.16078781403,4.22222478142,2.92910176593,4.29369156624,3.06137569769,3.85445428979,8.3878253235,16.3719279774,9.15396207802,11.7364092127,11.4401832616,8.50370878495,7.3389936612,19.0071835972,10.5049978176,11.8025799748,15.9516852733,11.325439583,15.9032165139,14.7351049096,16.4989285196,0.966847521821,0.916116454922,0.000760780186616,0.000681755811006,0.00078544068022,0.00078314100422,0.000657360966342,0.000784291929667,0.000807316245908,0.000681654639504,0.000829007302813,0.000884074150671,0.000865296323632,0.000745648927312,0.000731938857688,0.000731980255153,8.03461240342,9.51130926561,3.50066752235,7.99477960072,9.9516558713,9.19256336777,7.63845836519,9.35969809472,9.15004739064,37.2744819154,8.68101160777,10.7596728274,8.84747455498,7.78899620204,10.6743030552,0.0068811290206,244.306728532,0.114153756076,163.310127456,0.143762405007,0.171206898574,0.176529078073,0.153659084776,0.16956803885,0.921324871099,0.914403556631,0.191787741011,0.184966913602,0.0227825467597,0.0433372501708,0.318821944974,0.139353412747,2.85749750174,23,2,140.10128314,1.65235721256,23.9499531362,29.91450965,18.9214228482,1,2.0112553321,0.706657278845,0.163074756656,0.0543582522188,2,17.0331946738,1.28370258587,1.28370258572,0.0,2,4.98503563639,4.41855431408,0.0,0.339888793391,1,11.1531857032,2.60744305805,0.558737798133,0.148996746174,3.14304167492,5.69265532536,0.854166469097,1.500137279,7.40105143508,0,2.4768997118,0,3.65424248491,0,1.0791600303,0
1.68568580524,17.7157891319,44.0784510727,1.65755660388,7.32416379345,7.1778986584,13.5759008957,15.9590954963,24.6885233599,23.3187871007,3.76373504883,55.7780749715,1.61382120654,0,0.646037101758,5.12455175751e-06,3.92125490876e-05,4.73156311255e-06,3.23365857997e-05,3.50318496287e-05,0.000222565019686,3.72126632368,3.63179333599,3.15568396062,4.47078102913,2.67061613018,3.9827576056,3.78223640888,3.82581494798,3.2143362471,4.26809088633,3.0983419977,3.97526284841,2.64717158888,3.98458777949,3.54138756549,3.95946452654,3.90550845806,4.1722420323,3.26250119341,4.33927502812,3.07069712179,4.31302109674,7.69970211578,16.2400184434,10.9535065789,13.6574594981,12.4693845977,7.4182759048,6.99039337283,19.9041364985,10.4696279953,14.4791060068,15.0159807847,11.0147160945,12.0048221442,16.0863588889,20.8101163621,0.905401017437,0.822937861259,0.00071525502643,0.000905467865675,0.000793211323472,0.000837580595874,0.000595548701915,0.000738430476364,0.000782003544095,0.00087472423548,0.000639959617807,0.000765413724967,0.000733507498649,0.000708032395286,0.000758914567267,0.000760959181062,7.39434436273,7.74018995609,3.86897334896,8.03456753157,10.5025929998,8.17665928084,9.9404973519,8.2859313798,9.37688907541,38.7526505879,9.26796601466,11.1131060302,9.5846474263,10.1861981216,11.0821746455,0.00788778227066,199.933887413,0.108795346609,130.196351957,0.152467755781,0.206272214859,0.223282217195,0.137981266019,0.175720236949,0.896046452132,0.891759774304,0.189590836033,0.190060848361,0.0216960893006,0.0320249419318,0.335218500238,0.175611404888,2.81424480837,22,3,135.88429616,2.62842791191,23.6122757782,29.9080824851,17.5033440066,1,1.53285810413,0.538571766314,0.124285792226,0.0414285974088,2,19.8025588391,1.68352454322,1.68352454156,0.0,2,3.9606261493,3.51055499597,0.0,0.270042691997,1,13.9177225192,3.34783794165,0.717393844594,0.191305025237,3.41074435251,2.90545616027,0.917278427065,0.799286457103,4.57768609917,0,2.02195185411,0,3.95746946946,0,1.15504004846,0
1.82554539988,20.3611208773,40.9015302966,2.02512384378,8.38639948626,7.54148623553,11.6217033665,12.6745633407,25.5571482779,19.0256298115,3.40007023759,58.3249035964,1.83391968723,0,0.62827392808,1.93093970378e-05,3.33880525043e-05,5.1010816228e-06,4.00246471878e-05,3.32359476506e-05,0.000241632426601,4.32501400427,4.92226196176,3.17712801193,3.57001182705,2.99389006058,3.86806014528,3.00913807995,3.5085100285,3.78922132255,4.17254443669,3.01109649497,3.57726753288,3.27194492381,4.10240994453,4.09928205988,4.37309114123,3.70494572123,4.07619437103,2.90233927962,4.0868481371,3.69442044326,4.62124308775,8.98744248929,16.5979804357,12.3575781185,13.3840138154,12.7118721414,7.65134936827,6.63842222429,16.1034681152,8.9923252191,14.6567941472,15.371610068,11.9655438947,13.4741500454,14.4879085908,18.4420183908,0.97195393027,0.907095783143,0.000630615696434,0.0007710369346,0.00068928347953,0.000831081247731,0.000776973830354,0.000594018316258,0.000800443182285,0.000748722598334,0.000764430778085,0.000776948304835,0.000880293036038,0.000675936646521,0.000697314391939,0.000832410645169,8.93941660616,11.2064425821,3.85827201448,7.94774019566,8.14662469672,8.10064445679,9.23208774965,9.54933368016,9.6323197503,43.0768289677,7.61133656117,11.0581049304,8.1737245186,8.7991698973,8.75001846516,0.0068863254453,212.474437295,0.0907628483903,157.567460973,0.138452426648,0.176917851991,0.137139538501,0.151799918236,0.182338033462,1.06052870735,1.01888142575,0.209217730897,0.168475997828,0.021054746553,0.0333577248176,0.26221109456,0.156336533677,3.07234617753,23,2,126.886706902,2.22390388989,23.0277183522,29.237366515,17.5786593061,3,3.48370358478,1.19930779148,0.856648422487,0.285549474162,1,16.2527302605,1.17193740895,0.878953056586,0.0,3,5.11799604033,4.23218903335,0.0,0.44290350349,3,14.842464234,3.47093752225,1.45295059063,0.363237647678,2.72317502986,3.66992873202,0.757484716352,0.979767621398,5.5661545665,0,2.11539637645,0,3.35880307155,0,1.00573570581,0
2.01762119286,18.0580369859,39.5478980348,1.91689994173,8.95344318175,7.51497740601,12.5311347415,15.1888671254,22.6081442403,18.1366358232,3.43492707096,48.7988601279,1.77413823571,0,0.59673272906,1.77311363282e-05,2.86735480304e-05,4.3894057356e-06,2.62031751436e-05,4.06859286416e-05,0.000242806845455,4.17594924094,4.38105037832,3.33350341757,4.04708145261,3.46085771892,4.70395459721,3.2944628324,4.51992863287,2.99289078702,3.84730105517,3.46922312041,4.0597596415,3.71066498923,3.61907600096,3.88625863426,4.85856207404,3.78806106159,4.0621041983,3.43121070823,3.84131903287,2.98003554993,3.94254230621,9.23183988804,15.839503837,10.9765975497,15.1123361128,9.27498242071,7.93006317911,6.84383087683,15.9363196918,11.1057750815,15.4204474101,16.7692156988,10.9871431349,16.2850646568,13.0757427337,17.9557688799,0.89823511834,0.942018506366,0.000723493449172,0.000753466259064,0.000818273723722,0.000778634909928,0.000698406671638,0.00094775037198,0.000647017301085,0.000893002387135,0.000752600765843,0.000836914268137,0.000809253841605,0.000820189071666,0.000694145997993,0.000672482166496,7.95497433305,9.54531259794,3.56821773498,9.03692970138,10.1317700807,10.1710011274,9.01139914256,9.21345780277,7.84237651788,36.3552687456,8.01015478752,9.48261685867,9.553833961,7.97602390321,8.75392063728,0.00837331898045,219.509995307,0.0990327478212,145.821996831,0.161528119268,0.187272660332,0.187975412764,0.142011375572,0.145596354713,0.923507025961,1.01451794878,0.236509632233,0.196678979891,0.0215940392892,0.0286733689002,0.263026155321,0.156626295018,3.72222426777,23,2,140.688876163,2.11146240681,23.5468665639,30.2939099404,16.9757747635,2,2.2258857901,0.772246090443,0.408836165528,0.136278721843,2,13.5692737053,0.981458270031,0.981458269976,0.0,1,3.47683565635,3.38025688811,0.0,0.193157536464,1,10.6835249342,2.48182097835,0.531818781058,0.14181834162,2.59203176589,3.90769912097,0.726617611749,1.03820784702,5.63888753476,0,2.12795206404,0,3.21127863715,0,0.973900964026,0
1.87745603059,19.7415723623,45.2347013546,1.94777487193,6.89184283595,7.2866604785,9.50242872576,13.9082841452,24.5013970047,21.3441843294,3.91140172531,46.5029646757,1.656883966,0,0.61522585999,1.54788300083e-05,2.63557919414e-05,4.63692297026e-06,3.89910906959e-05,3.45415432613e-05,0.00026423128946,3.9094422977,4.00734475955,3.53716185511,4.00804642563,3.38782518525,4.65361969268,4.05034337907,3.87162948027,3.06868190614,4.78402773594,3.26186448567,4.09323999788,3.07456922259,4.10835003569,3.32091475231,4.0843827571,3.9945276913,4.67595378501,3.55383251514,3.60624098696,3.03353430646,3.82627154706,7.94783505338,14.1284893213,10.8810683074,16.1007429716,12.0575117928,6.68948905757,7.49504165282,21.8627953575,8.85347632984,13.4297954262,17.2193554299,12.6648151299,14.4240054817,14.7557295486,19.1037999603,0.970729023107,0.964095634189,0.000676477385927,0.000784167581878,0.000916905794379,0.000862246711534,0.000720437340394,0.000735800748645,0.000924225896616,0.00067340557706,0.000805912823999,0.000661184096458,0.000690658411565,0.000725515405602,0.000789112321871,0.000778872925787,8.78771971445,7.60905720115,3.11980560083,8.63524180481,8.10071423121,9.14090931112,10.2109634471,9.64422307961,9.00376163808,44.2399487281,8.03276288919,10.0790519989,9.76242125001,8.80238141779,7.62279182334,0.00765137217929,246.129759975,0.0824132626228,157.889778607,0.144876153893,0.183702515539,0.181705167149,0.156080317771,0.1690830453,0.818065829846,0.94678815319,0.170747110831,0.215931669798,0.0164426880525,0.0300788814317,0.286379868853,0.172312789317,3.21044516263,21,2,146.264820626,1.99344306723,23.3849475116,29.8099127811,17.6816065156,2,2.29924026457,0.797695601993,0.422309436349,0.140769812116,2,17.2634248064,1.30721233938,1.30721233922,0.0,3,5.19964658057,4.29970774932,0.0,0.449969415627,2,15.707392476,3.77012256712,1.16003771286,0.29000942824,3.40219129732,3.03281838756,0.915239254041,0.828592890988,4.86394050994,0,2.0349632938,0,3.9477483248,0,1.15257668711,0
1.84353817256,17.4525934875,43.7904524991,1.69726925727,6.92714018554,8.12310182389,11.7248706214,15.2370223117,31.2820453063,21.4013822299,4.62624912202,45.9201023368,1.96958056569,0,0.615858036979,1.2634924739e-05,3.2418287371e-05,7.98622497072e-06,1.85511507109e-05,2.49653846701e-05,0.000244073936413,3.63526520431,4.79912806539,3.03264437014,3.59203045399,2.96220950851,3.99570080327,3.10723095257,3.46920508368,4.13347929387,4.23611064069,3.36623074108,3.62491023067,3.10822810585,3.5198693732,3.31739473388,4.4676033095,3.24133034442,4.42474843686,2.96360959123,3.71221698795,2.81004043348,3.62306325134,7.9247769429,16.2862120119,8.79922205236,15.7611820191,11.1471721663,7.64068359972,6.85533342057,16.5719769197,9.80304382447,14.4939755383,16.0168511709,12.3782645173,14.8940653805,12.4049429058,20.5246035639,0.744015749302,0.905770293442,0.000823928253539,0.000628072876928,0.000744419576766,0.000674193441443,0.000704868838635,0.000750950525273,0.000720197460161,0.000795790396151,0.000683244474963,0.000691262822169,0.000734119204159,0.000809180469251,0.000709799945186,0.000780991407595,8.72960285594,10.0531265711,3.35157682503,10.4037578073,9.08805072229,8.12871583561,7.96478607394,11.2167883363,7.06249279266,41.2065940887,7.83141683482,10.5125931482,9.40740415856,10.4605528624,8.26821155177,0.0066243849643,232.980211454,0.0954749459191,135.414749205,0.124658164395,0.18902643666,0.18954964726,0.154351994507,0.16549677165,0.722330521316,0.656313222013,0.190815239286,0.181159003504,0.0239952398778,0.0372393109497,0.279983886542,0.164675939584,3.21864897902,22,2,143.710431773,2.202544954,21.2093436263,30.1321588118,18.925814824,3,2.63449295351,0.906956590553,0.647826136109,0.21594204537,1,16.6445538174,1.21852633301,0.913894749581,0.0,2,3.92033531891,3.47484266903,0.0,0.267295589926,1,16.1302199169,4.05426791407,0.868771695752,0.231672452232,2.95042991542,5.43537317582,0.809610734794,1.43177561415,6.6006960631,0,2.30082863623,0,3.6178490215,0,1.06694854582,0
1.79736961976,17.5114426567,43.8795398024,2.03440945337,7.35438696782,8.02967535745,11.5456943211,14.0196474312,30.3453372684,19.9488757568,4.2970873414,41.2232346418,2.33027319309,0,0.597167028793,1.6243987467e-05,4.36162247209e-05,5.90145755527e-06,1.86937347698e-05,2.18509792121e-05,0.000257628101113,3.60439123987,3.76284153253,2.93037928503,3.52492886754,3.54128731913,3.50876151791,2.96114360045,4.4213280883,3.65617540411,3.49513892462,2.87057640894,3.6707725403,3.41136521073,4.24507997905,3.16606229086,4.24936342864,4.17012286498,3.48846308961,3.23951310933,3.70001663455,3.71612433296,4.05261715121,8.74554513112,17.2781036871,11.2122665236,13.1934125788,10.8281525208,9.17790448063,6.4155759171,18.5110396909,9.53636024634,16.1043609802,15.2933706858,13.7106053887,15.3251881728,17.1220415293,21.4863012791,0.968018779214,0.99689338615,0.000817691599407,0.000793268564428,0.000704811433768,0.000761291214808,0.000826666312443,0.000646226298624,0.00074223982371,0.000818599506691,0.000549423577793,0.000716757472885,0.000877941666302,0.000831393469111,0.00066132681005,0.000711694761941,8.18113937101,7.3627399103,3.68904466017,8.66419281078,9.06573868687,9.5335529131,8.45736009194,8.72092210321,8.4187174069,47.8598441005,8.09806815981,10.4282019441,8.87035249577,9.40787819702,8.96343264158,0.00846070475339,228.110025284,0.111761694817,130.865867139,0.17175689312,0.194271458924,0.177771358003,0.160712590858,0.147643324636,0.860013742553,0.869782073124,0.21383950542,0.221647102725,0.0265991523614,0.0388987484007,0.265485005677,0.128178481305,3.12620451079,21,2,150.521035438,2.24767987743,23.7228717953,29.448788094,17.151105512,2,2.20805425459,0.766059639349,0.405560985538,0.135186995179,2,17.7335457688,1.35809699491,1.35809699471,0.0,2,4.17235180128,3.69822091477,0.0,0.284478531905,3,13.7870110907,3.19255835477,1.33641977635,0.334104944104,3.18470935322,4.69039004716,0.863894051736,1.23666797117,5.95752616057,0,2.1791381438,0,3.89829761228,0,1.13580250928,0
1.83182759975,21.2166538783,45.4209497701,1.56618808221,8.63764991057,7.39353808292,12.0307074803,16.2477003187,20.8835919368,21.7962644689,3.95754677988,46.1097790582,1.66069919299,0,0.587431858467,1.63817351482e-05,2.5963548102e-05,5.32350205629e-06,1.51700319761e-05,3.34453194677e-05,0.000254388874322,3.64917481814,4.30575961732,3.29715349686,3.8007982169,4.0376279522,3.31256027655,3.38620025376,3.60214541852,4.19252577186,4.35355956957,3.01469438743,4.12497605718,2.80292804135,3.81837104687,3.57869499807,4.37596412087,3.29745706202,5.07600823876,2.99855367289,3.93107218547,3.2127507514,4.12873534849,7.64920526333,13.2830627148,12.2218579428,13.3179967075,12.9304011708,8.71643568762,7.53571355254,18.1942185823,11.4161204684,14.6397987916,16.4972530491,11.5589456602,17.239036112,13.1637241405,17.7801413244,0.920163252177,0.966594530796,0.00075338851108,0.000834982059894,0.000720390520635,0.000790720670164,0.000615897811132,0.000927360061014,0.000797992985358,0.000839673028156,0.000840408415705,0.000732070115016,0.000730881528026,0.000694929603388,0.000775659607188,0.00079203429581,8.39025008786,8.31680457106,3.140295871,9.16197208854,7.34944553404,9.19012993079,9.18976327852,8.29867752251,9.7699096651,38.3469679039,7.93649666833,9.33886810238,9.39629368141,10.3514761781,8.69446734952,0.00764869357445,235.883402909,0.0854427399575,146.30763432,0.146620761716,0.193580228228,0.178237580124,0.150928454645,0.157067255997,0.673690852422,0.879603089321,0.180513388854,0.178091814653,0.0199932037902,0.0374099419135,0.293804444145,0.179378130732,2.99860609421,22,3,133.70891035,1.84269839612,23.3332569511,28.8699081815,16.9034500108,3,2.7889288353,0.96012304166,0.685802172614,0.228600724205,1,13.9525711906,0.95933470579,0.719501029296,0.0,1,4.08782059611,3.974270024,0.0,0.227101144229,1,13.4663522971,3.22240412818,0.690515170285,0.184137378753,4.83247601377,3.45587131607,1.27349550177,0.928062110149,6.58658390852,0,3.024,0,5.90791502869,0,1.66918758362,0
1.85711678902,19.3998878598,39.9447722331,1.9003452331,6.87852031404,7.92555326789,12.5201614441,18.7882333517,24.7534056371,17.6192862247,4.35869595587,52.8991946198,1.67902462751,0,0.665663511944,1.42495109297e-05,4.80288469246e-05,4.0958024469e-06,2.22451367178e-05,3.8161551078e-05,0.000253438535871,3.72923778049,4.19360708192,3.82051220247,3.90027898029,2.51667356018,4.16543713562,2.96739092717,3.01975927572,3.37583213636,3.56310176563,3.58256223695,4.21009132402,2.91926294429,3.56879189852,3.04989978341,3.49867288191,3.97990935006,4.39369953113,2.90470291853,4.0130373116,4.04362699555,3.32984456441,7.87715490813,14.1405252633,11.6609527412,12.6010907096,13.8036304091,6.96779328788,6.42757012163,14.9633007156,9.63929632587,12.7425301389,15.826831934,12.9331131631,14.1085716331,15.0001653852,18.9779413611,0.899725798564,0.935481894563,0.00068922665334,0.000718291575419,0.000622947113793,0.000789925101937,0.000808308840628,0.000728520711903,0.000796198287632,0.000751861521143,0.000875131053023,0.000833420023138,0.000612184354973,0.000767689186208,0.000767957670234,0.000626881602173,8.33729679593,8.88918316593,3.46816608175,9.51417697256,9.3080739289,9.66812643743,9.05507178852,9.11887509887,8.89410313635,43.2205948445,8.68502824897,10.1899053108,9.00708110907,9.63419055312,9.47893835215,0.00855022886654,215.905308364,0.0890127456055,159.566950596,0.132698099306,0.153288419136,0.191055990998,0.160300560084,0.178178064696,0.859542583645,1.0508954538,0.19635091544,0.171952843869,0.0210611625439,0.031112253946,0.346634013474,0.157745170582,2.99391746902,21,3,136.358564763,1.47428293455,23.3499703993,29.3421121425,18.7798487195,2,2.83197433532,0.982521708172,0.520158551385,0.173386183795,1,16.2796704263,1.17497975239,0.881234814164,0.0,1,3.19464163588,3.10590159044,0.0,0.177480090882,2,17.7179494702,4.40809227418,1.35633608416,0.33908402109,5.69605555636,4.22622782779,1.5010435015,1.11796284851,5.94221328703,0,2.17972045231,0,6.59453485555,0,1.87746989468,0
1.85278633505,22.9054929209,47.3668151926,1.8492919914,6.12635579085,7.04734364115,13.0333055909,15.9404392104,20.6090217195,14.8016723425,3.76128533251,54.0168615484,1.63393131235,0,0.641356031232,1.41687975962e-05,3.51665049292e-05,3.88786675923e-06,2.86127029635e-05,4.5776702136e-05,0.000244725726483,3.98497679999,3.4870611644,3.63673825684,3.49662138281,2.95955012653,4.38492142124,3.59521148104,4.11750691609,3.34073932821,4.37778852615,3.35322346858,4.29299628135,3.54645468441,3.8269083431,3.87995758499,4.27909614829,4.11165834526,4.37170919729,3.06520548061,4.09961717067,3.20889654674,3.51115731624,8.79925113643,18.3119856026,11.6759017198,13.140285818,11.9852686769,7.8576421015,5.93155310848,18.4057697137,11.2575911481,13.1634149226,13.0531446066,11.9314996413,15.2099182096,13.2125631808,21.9779039495,0.946237027898,0.907696248673,0.000703764360942,0.000685385550115,0.000810779442858,0.00080451512343,0.00055414536474,0.000720259817669,0.000792390247249,0.000669421267601,0.000690323915838,0.000720905306093,0.000693392072952,0.000700559157943,0.000658573855764,0.000884894793402,8.54616147463,8.64652081285,4.04487880583,8.5186806496,8.38400932674,8.74177018672,8.73379613133,7.97530886979,8.82673320081,37.9801972238,8.5748828546,11.1664623254,8.21476467063,10.0683767261,8.89776745239,0.00829952661492,213.067225604,0.105157749372,146.669226195,0.145058764728,0.198243996959,0.194006306271,0.149128540764,0.135206382345,0.831360371774,0.738999565784,0.202189965992,0.189512540238,0.0239167997502,0.0354811734579,0.315010026016,0.14618999632,3.15653922086,23,2,138.593912876,2.10768938291,24.8422189201,31.3061815068,17.1922253252,2,2.88003906412,0.999197226326,0.528986766878,0.176328922293,2,18.6699564773,1.4771010356,1.47710103522,0.0,2,4.74027492559,4.20160732041,0.0,0.323200563108,2,17.3678151313,4.28399120182,1.31815113885,0.329537784755,3.47947344016,4.75954131387,0.933718637833,1.2545656766,7.51613633534,0,3.06539859485,0,4.3842835931,0,1.32532361822,0
